accelX, accelY, accelZ, gyroX, gyroY, gyroZ, magX, magY, magZ, timestamp
0.03, -0.02, 0.73, 35.06, -13.78, 4.88, 0.23, 0.01, 0.43, 38413
0.06, -0.02, 0.78, 37.62, -11.04, 7.74, 0.22, 0.01, 0.43, 38423
0.05, -0.02, 0.85, 38.35, -8.96, 12.26, 0.22, 0.01, 0.43, 38433
-0.00, -0.01, 0.88, 38.11, -5.91, 15.85, 0.22, 0.00, 0.42, 38443
-0.09, -0.02, 0.91, 40.55, -6.34, 15.37, 0.22, -0.00, 0.42, 38453
-0.07, -0.01, 0.98, 42.50, -8.72, 12.62, 0.22, -0.00, 0.42, 38463
-0.05, -0.01, 1.05, 43.90, -12.87, 12.38, 0.22, -0.01, 0.43, 38473
-0.08, -0.04, 1.16, 42.32, -20.61, 12.56, 0.21, -0.01, 0.42, 38483
-0.11, -0.04, 1.23, 39.39, -26.46, 11.10, 0.21, -0.01, 0.42, 38493
-0.16, -0.06, 1.29, 38.60, -30.73, 7.56, 0.21, -0.02, 0.42, 38503
-0.14, -0.10, 1.43, 38.78, -32.80, 0.49, 0.21, -0.02, 0.42, 38513
-0.01, -0.10, 1.60, 31.04, -28.11, -3.96, 0.21, -0.02, 0.42, 38523
0.11, -0.10, 1.67, 18.35, -20.24, -0.73, 0.21, -0.02, 0.42, 38533
0.12, -0.10, 1.66, 7.07, -11.04, 6.04, 0.20, -0.02, 0.41, 38543
0.04, -0.09, 1.62, -1.10, -4.21, 9.94, 0.20, -0.02, 0.42, 38553
-0.05, -0.09, 1.57, -7.26, 2.93, 9.88, 0.20, -0.02, 0.41, 38563
-0.12, -0.07, 1.49, -12.38, 7.20, 6.95, 0.21, -0.02, 0.42, 38573
-0.15, -0.06, 1.40, -13.96, 10.98, 1.40, 0.21, -0.02, 0.42, 38583
-0.08, -0.04, 1.37, -14.94, 12.68, -3.60, 0.21, -0.02, 0.42, 38593
-0.09, -0.05, 1.37, -18.78, 8.17, -5.67, 0.21, -0.01, 0.42, 38603
-0.08, -0.03, 1.36, -25.00, 4.02, -8.35, 0.21, -0.01, 0.42, 38613
-0.04, -0.03, 1.29, -31.46, 1.95, -9.45, 0.21, -0.01, 0.42, 38623
-0.04, -0.02, 1.22, -34.94, 0.79, -8.72, 0.21, -0.01, 0.42, 38633
-0.04, -0.01, 1.18, -38.11, 2.26, -6.95, 0.21, -0.01, 0.43, 38643
-0.06, -0.01, 1.12, -42.32, 4.76, -6.71, 0.21, -0.00, 0.43, 38653
-0.03, -0.00, 1.03, -45.91, 9.45, -6.83, 0.21, 0.00, 0.43, 38663
-0.02, 0.02, 0.89, -45.73, 10.91, -4.63, 0.22, 0.01, 0.43, 38673
-0.07, 0.00, 0.76, -41.34, 16.10, -3.84, 0.22, 0.01, 0.43, 38683
-0.08, -0.01, 0.74, -35.49, 18.17, -6.59, 0.23, 0.01, 0.43, 38693
-0.02, -0.01, 0.66, -33.17, 19.09, -8.72, 0.23, 0.01, 0.43, 38703
0.04, -0.02, 0.59, -28.23, 19.39, -7.62, 0.22, 0.02, 0.43, 38713
0.09, -0.03, 0.54, -21.34, 18.72, -4.15, 0.23, 0.02, 0.43, 38723
0.09, -0.03, 0.57, -15.55, 16.28, 0.06, 0.23, 0.02, 0.43, 38733
0.06, -0.04, 0.56, -12.62, 14.15, 3.72, 0.23, 0.02, 0.43, 38743
0.03, -0.01, 0.53, -10.06, 8.66, 5.79, 0.23, 0.02, 0.43, 38753
-0.04, -0.02, 0.50, -3.90, 4.63, 6.65, 0.23, 0.02, 0.43, 38763
-0.08, -0.01, 0.49, 4.70, -2.20, 3.48, 0.23, 0.02, 0.43, 38773
-0.05, -0.00, 0.54, 11.46, -7.93, 1.10, 0.23, 0.02, 0.43, 38783
-0.02, -0.02, 0.59, 17.07, -7.68, 1.28, 0.23, 0.02, 0.43, 38793
0.03, -0.03, 0.67, 21.10, -4.88, 3.05, 0.23, 0.01, 0.43, 38803
0.04, -0.02, 0.76, 21.59, -5.00, 7.13, 0.23, 0.01, 0.43, 38813
-0.00, -0.03, 0.77, 19.82, -3.35, 10.85, 0.23, 0.01, 0.43, 38823
-0.04, -0.01, 0.75, 18.78, -2.62, 12.20, 0.23, 0.01, 0.42, 38833
-0.08, 0.01, 0.71, 21.52, -3.96, 12.44, 0.22, 0.01, 0.42, 38843
-0.11, 0.00, 0.73, 26.22, -4.70, 12.62, 0.23, 0.00, 0.43, 38853
-0.14, 0.01, 0.77, 29.76, -8.72, 9.76, 0.23, -0.00, 0.42, 38863
-0.11, -0.01, 0.80, 32.99, -10.43, 6.34, 0.22, -0.00, 0.42, 38873
-0.05, -0.02, 0.87, 35.73, -13.90, 5.79, 0.22, -0.01, 0.42, 38883
-0.04, -0.02, 0.94, 36.83, -17.01, 6.89, 0.22, -0.01, 0.42, 38893
-0.02, -0.02, 1.02, 35.55, -20.73, 8.84, 0.22, -0.01, 0.42, 38903
-0.01, -0.04, 1.07, 33.54, -17.38, 10.12, 0.22, -0.02, 0.42, 38913
0.02, -0.03, 1.14, 29.45, -12.38, 12.80, 0.22, -0.02, 0.42, 38923
-0.01, -0.03, 1.15, 24.63, -4.45, 16.28, 0.21, -0.02, 0.41, 38933
-0.08, -0.03, 1.09, 23.23, -2.68, 16.40, 0.21, -0.02, 0.41, 38943
-0.09, -0.02, 1.05, 24.70, -4.15, 13.60, 0.21, -0.02, 0.41, 38953
-0.09, -0.04, 1.10, 27.62, -0.18, 11.28, 0.21, -0.03, 0.41, 38963
-0.02, -0.03, 1.18, 24.70, 1.28, 10.85, 0.21, -0.03, 0.41, 38973
-0.07, -0.03, 1.17, 18.84, -0.73, 12.32, 0.21, -0.03, 0.41, 38983
-0.13, -0.01, 1.16, 14.21, -1.77, 10.24, 0.21, -0.03, 0.41, 38993
-0.12, -0.00, 1.10, 13.48, -4.88, 5.73, 0.21, -0.03, 0.41, 39003
-0.08, -0.00, 1.08, 15.79, -6.95, 2.62, 0.21, -0.03, 0.41, 39013
-0.05, 0.01, 1.14, 16.34, -3.29, 2.32, 0.21, -0.04, 0.41, 39023
-0.09, -0.09, 1.16, 33.05, -24.76, 3.48, 0.21, -0.04, 0.41, 39033
-0.16, -0.05, 1.95, 35.06, -17.13, -5.61, 0.21, -0.04, 0.41, 39043
0.05, -0.00, 1.99, -17.38, -6.71, -6.89, 0.20, -0.04, 0.40, 39053
0.08, 0.00, 1.41, -50.06, 8.66, 3.41, 0.20, -0.03, 0.40, 39063
-0.01, 0.02, 0.83, -38.72, 19.94, 9.63, 0.21, -0.04, 0.41, 39073
-0.16, 0.04, 0.79, -10.37, 22.20, 9.09, 0.21, -0.04, 0.41, 39083
-0.23, 0.04, 0.96, -1.04, 19.39, 1.22, 0.21, -0.03, 0.40, 39093
-0.21, 0.04, 0.93, 1.71, 17.74, -6.65, 0.21, -0.03, 0.41, 39103
-0.15, 0.04, 0.88, 3.78, 16.04, -13.23, 0.21, -0.03, 0.40, 39113
-0.04, 0.04, 0.84, 8.23, 11.16, -15.79, 0.21, -0.03, 0.40, 39123
0.02, 0.01, 0.99, 11.40, 7.07, -15.24, 0.21, -0.03, 0.40, 39133
0.07, -0.00, 1.14, 3.78, 1.40, -13.54, 0.21, -0.03, 0.41, 39143
0.12, -0.01, 1.12, -5.24, -5.00, -10.24, 0.21, -0.03, 0.41, 39153
0.11, 0.02, 1.03, -10.67, -8.60, -4.76, 0.21, -0.03, 0.41, 39163
0.04, 0.02, 0.93, -7.68, -9.09, 0.24, 0.21, -0.03, 0.40, 39173
-0.06, 0.03, 0.91, -3.48, -8.23, 1.04, 0.21, -0.03, 0.41, 39183
-0.09, 0.03, 0.92, 0.30, -3.60, -1.95, 0.21, -0.03, 0.41, 39193
-0.04, 0.04, 0.94, 2.13, 4.33, -2.80, 0.21, -0.03, 0.41, 39203
-0.03, 0.04, 0.97, 2.01, 12.26, -0.98, 0.21, -0.03, 0.41, 39213
-0.05, 0.03, 0.95, 2.38, 13.48, -0.18, 0.21, -0.03, 0.40, 39223
-0.04, 0.02, 0.98, 2.38, 11.52, -0.79, 0.21, -0.03, 0.40, 39233
-0.02, 0.03, 0.99, 0.12, 7.13, -0.55, 0.21, -0.03, 0.41, 39243
-0.02, 0.04, 0.97, -2.13, 0.98, 1.40, 0.21, -0.03, 0.41, 39253
-0.07, 0.04, 0.97, -3.96, -1.89, 0.43, 0.21, -0.03, 0.41, 39263
-0.08, 0.04, 0.90, -2.99, -4.51, -1.28, 0.21, -0.03, 0.41, 39273
-0.09, 0.04, 0.91, 1.52, -1.65, -2.44, 0.21, -0.03, 0.40, 39283
-0.05, 0.04, 0.93, 4.63, 0.06, -3.78, 0.21, -0.03, 0.40, 39293
-0.02, 0.04, 0.94, 6.40, 1.22, -2.50, 0.21, -0.03, 0.41, 39303
-0.04, 0.03, 1.00, 9.02, -3.05, -0.61, 0.21, -0.03, 0.40, 39313
-0.06, 0.01, 1.15, 8.78, -9.63, -2.32, 0.21, -0.03, 0.41, 39323
0.01, 0.03, 1.23, -2.01, -6.46, -1.83, 0.21, -0.03, 0.41, 39333
0.00, 0.03, 1.12, -11.22, -3.05, 2.32, 0.21, -0.03, 0.40, 39343
-0.04, 0.03, 0.99, -9.33, -0.55, 3.05, 0.21, -0.03, 0.41, 39353
-0.05, 0.04, 0.99, -4.82, 5.30, 3.05, 0.21, -0.03, 0.40, 39363
-0.07, 0.03, 1.01, -4.02, 9.63, 2.99, 0.21, -0.03, 0.41, 39373
-0.10, 0.03, 0.97, -4.51, 11.28, 1.65, 0.21, -0.03, 0.41, 39383
-0.12, 0.03, 0.94, -3.35, 9.33, -1.83, 0.21, -0.03, 0.40, 39393
-0.09, 0.03, 0.93, -0.06, 3.96, -4.45, 0.21, -0.03, 0.40, 39403
-0.05, 0.03, 0.96, 1.46, -1.46, -5.43, 0.21, -0.03, 0.41, 39413
-0.01, 0.02, 0.99, 2.87, -8.05, -5.00, 0.21, -0.03, 0.41, 39423
0.02, 0.01, 1.04, 1.83, -9.70, -3.41, 0.22, -0.03, 0.41, 39433
0.03, 0.01, 1.04, -1.52, -7.56, -0.91, 0.21, -0.03, 0.41, 39443
-0.01, 0.02, 0.99, -3.60, -6.52, 2.07, 0.21, -0.03, 0.40, 39453
-0.06, 0.01, 0.93, -2.26, -3.23, 2.56, 0.21, -0.03, 0.40, 39463
-0.07, 0.02, 0.96, 0.06, -2.20, 1.40, 0.21, -0.03, 0.41, 39473
-0.06, 0.03, 0.96, 0.91, 0.61, -0.06, 0.21, -0.03, 0.41, 39483
-0.08, 0.01, 0.98, 2.80, 2.32, -0.43, 0.21, -0.03, 0.41, 39493
-0.07, 0.01, 1.01, 3.54, 0.98, -3.35, 0.21, -0.03, 0.41, 39503
-0.02, 0.00, 1.05, 2.87, 1.52, -3.84, 0.21, -0.03, 0.40, 39513
0.01, -0.00, 1.07, 0.30, 1.46, -2.38, 0.21, -0.03, 0.41, 39523
0.02, 0.00, 1.04, -2.26, 0.79, 0.98, 0.21, -0.03, 0.41, 39533
-0.03, 0.01, 1.00, -3.41, -1.16, 3.05, 0.21, -0.03, 0.41, 39543
-0.06, 0.02, 0.96, -2.20, -4.45, 2.38, 0.21, -0.03, 0.40, 39553
-0.05, 0.02, 0.95, -0.55, -3.90, 1.52, 0.21, -0.03, 0.40, 39563
-0.05, 0.03, 0.92, 1.34, -4.70, 2.01, 0.21, -0.03, 0.40, 39573
-0.06, 0.01, 0.93, 3.78, -0.61, 1.04, 0.21, -0.03, 0.41, 39583
-0.04, 0.02, 0.96, 4.33, -0.24, 2.20, 0.21, -0.03, 0.41, 39593
-0.07, 0.02, 0.99, 4.76, 0.49, 2.56, 0.21, -0.03, 0.41, 39603
-0.06, 0.02, 1.02, 3.72, -0.12, 1.22, 0.21, -0.03, 0.40, 39613
-0.04, 0.02, 1.02, 2.07, -0.91, 1.22, 0.21, -0.03, 0.40, 39623
-0.04, 0.02, 1.00, 1.28, -2.56, 1.77, 0.21, -0.03, 0.40, 39633
-0.06, 0.02, 1.00, 1.95, -2.68, 1.46, 0.21, -0.03, 0.41, 39643
-0.05, 0.03, 0.99, 2.62, -3.66, 0.61, 0.21, -0.03, 0.41, 39653
-0.04, 0.02, 0.98, 3.90, -2.80, 1.04, 0.21, -0.03, 0.41, 39663
-0.04, 0.03, 0.97, 4.70, -1.52, 1.34, 0.21, -0.03, 0.40, 39673
-0.05, 0.02, 0.97, 6.71, 0.00, 1.04, 0.21, -0.03, 0.40, 39683
-0.02, 0.00, 1.00, 6.34, 3.17, 0.30, 0.21, -0.04, 0.41, 39693
0.02, -0.00, 1.02, 3.35, 7.01, 1.46, 0.21, -0.04, 0.41, 39703
0.01, -0.00, 1.04, -1.52, 11.83, 3.05, 0.21, -0.04, 0.40, 39713
-0.02, -0.01, 1.00, -4.88, 10.18, 3.29, 0.21, -0.03, 0.40, 39723
-0.03, 0.01, 0.96, -5.12, 5.79, 2.07, 0.21, -0.03, 0.40, 39733
0.01, 0.02, 0.91, -2.32, 7.07, 3.23, 0.21, -0.03, 0.40, 39743
0.00, 0.02, 0.90, 4.02, 9.33, 7.07, 0.21, -0.04, 0.41, 39753
-0.03, 0.02, 0.94, 8.48, 7.38, 7.99, 0.21, -0.04, 0.41, 39763
-0.04, 0.03, 0.96, 8.78, 7.38, 8.54, 0.22, -0.04, 0.40, 39773
-0.06, 0.04, 0.93, 8.66, 8.84, 9.02, 0.21, -0.03, 0.40, 39783
-0.08, 0.04, 0.88, 9.39, 9.45, 7.38, 0.21, -0.03, 0.40, 39793
-0.06, 0.04, 0.83, 14.51, 7.44, 5.06, 0.21, -0.04, 0.40, 39803
-0.05, 0.06, 0.86, 19.76, 4.21, 5.49, 0.22, -0.04, 0.40, 39813
-0.06, 0.07, 0.87, 22.13, 2.13, 7.01, 0.22, -0.04, 0.40, 39823
-0.10, 0.07, 0.86, 24.57, -2.93, 6.46, 0.22, -0.05, 0.40, 39833
-0.15, 0.05, 0.90, 26.89, -2.62, 3.05, 0.21, -0.04, 0.40, 39843
-0.12, 0.04, 0.95, 28.54, -7.56, -1.04, 0.21, -0.04, 0.40, 39853
-0.12, 0.03, 1.05, 29.21, -15.49, -3.54, 0.21, -0.05, 0.40, 39863
-0.11, 0.01, 1.16, 26.52, -26.59, -7.20, 0.21, -0.05, 0.40, 39873
-0.08, 0.03, 1.23, 16.71, -23.41, -9.82, 0.21, -0.05, 0.40, 39883
-0.07, 0.04, 1.21, 2.50, -20.30, -11.52, 0.21, -0.05, 0.40, 39893
-0.06, 0.06, 1.11, -8.90, -14.39, -12.62, 0.21, -0.05, 0.40, 39903
-0.06, 0.06, 0.98, -12.62, -9.09, -14.70, 0.21, -0.05, 0.40, 39913
-0.06, 0.09, 0.87, -7.13, -8.90, -14.39, 0.21, -0.05, 0.40, 39923
-0.07, 0.08, 0.86, 2.20, -11.71, -13.54, 0.21, -0.05, 0.40, 39933
-0.07, 0.09, 0.91, 8.60, -12.56, -12.07, 0.21, -0.05, 0.40, 39943
-0.05, 0.09, 0.94, 10.61, -13.35, -10.30, 0.20, -0.05, 0.40, 39953
-0.04, 0.10, 0.99, 9.70, -16.95, -11.28, 0.20, -0.05, 0.40, 39963
-0.02, 0.10, 0.97, 6.59, -38.84, -11.95, 0.20, -0.05, 0.40, 39973
-0.08, 0.13, 0.95, 7.44, -19.82, -9.21, 0.20, -0.05, 0.40, 39983
-0.15, 0.08, 0.97, 13.60, -34.33, -12.74, 0.20, -0.06, 0.40, 39993
-0.16, 0.08, 1.05, 13.90, -47.01, -19.27, 0.20, -0.05, 0.40, 40003
-0.11, 0.08, 1.10, 7.99, -50.98, -27.01, 0.19, -0.05, 0.40, 40013
0.02, 0.11, 1.03, -0.55, -46.04, -29.45, 0.19, -0.05, 0.40, 40023
0.09, 0.13, 0.92, -2.32, -43.54, -23.35, 0.19, -0.05, 0.40, 40033
0.10, 0.14, 0.79, 4.51, -41.22, -12.56, 0.19, -0.05, 0.40, 40043
-0.03, 0.13, 0.75, 19.33, -42.20, -5.79, 0.18, -0.05, 0.40, 40053
-0.14, 0.12, 0.87, 32.07, -35.91, -9.57, 0.18, -0.06, 0.40, 40063
-0.17, 0.12, 0.96, 34.82, -30.91, -16.89, 0.18, -0.06, 0.40, 40073
-0.14, 0.13, 1.01, 32.62, -23.23, -25.18, 0.18, -0.06, 0.40, 40083
-0.01, 0.13, 0.93, 32.38, -18.41, -32.68, 0.18, -0.06, 0.40, 40093
0.11, 0.05, 0.93, 41.59, -21.77, -32.44, 0.18, -0.07, 0.40, 40103
0.19, 0.00, 1.02, 52.80, -33.90, -32.93, 0.17, -0.07, 0.40, 40113
0.24, 0.04, 1.20, 55.00, -37.26, -28.78, 0.17, -0.07, 0.39, 40123
0.23, 0.09, 1.33, 43.23, -23.96, -20.37, 0.17, -0.07, 0.39, 40133
0.11, 0.11, 1.35, 22.74, -2.99, -11.71, 0.17, -0.07, 0.40, 40143
-0.05, 0.13, 1.22, 2.13, 7.07, -13.17, 0.17, -0.07, 0.40, 40153
0.00, 0.16, 1.01, -7.07, -6.71, -20.67, 0.17, -0.07, 0.40, 40163
0.05, 0.21, 0.85, -2.56, -9.02, -20.61, 0.17, -0.07, 0.39, 40173
0.17, 0.21, 0.81, 8.72, -25.12, -14.33, 0.17, -0.07, 0.39, 40183
0.19, 0.20, 0.88, 16.46, -30.24, -3.41, 0.16, -0.07, 0.39, 40193
0.17, 0.18, 1.03, 13.41, -37.74, 6.10, 0.16, -0.08, 0.39, 40203
0.17, 0.17, 1.14, 1.04, -34.33, 12.62, 0.16, -0.07, 0.40, 40213
0.17, 0.14, 1.12, -11.34, -24.27, 16.95, 0.16, -0.07, 0.40, 40223
0.25, 0.16, 0.99, -14.09, -42.32, 21.10, 0.15, -0.07, 0.40, 40233
0.38, 0.17, 1.07, -1.77, -155.37, 35.43, 0.14, -0.07, 0.40, 40243
0.31, 0.12, 0.99, -12.13, -85.49, 45.12, 0.14, -0.07, 0.40, 40253
0.35, 0.12, 1.10, -15.55, -111.77, 53.05, 0.13, -0.08, 0.40, 40263
0.38, 0.11, 1.07, -20.06, -141.10, 60.30, 0.12, -0.07, 0.40, 40273
0.49, 0.10, 1.06, -22.44, -166.40, 72.99, 0.11, -0.07, 0.41, 40283
0.39, 0.09, 1.05, -23.11, -192.74, 85.43, 0.09, -0.07, 0.41, 40293
0.45, 0.11, 1.04, -26.83, -192.44, 94.76, 0.08, -0.07, 0.40, 40303
0.37, 0.17, 1.05, -26.28, -217.74, 104.76, 0.07, -0.07, 0.41, 40313
0.38, 0.18, 0.99, -17.38, -247.93, 111.16, 0.05, -0.07, 0.41, 40323
0.33, 0.12, 0.97, -10.61, -256.89, 112.74, 0.04, -0.07, 0.41, 40333
0.34, 0.11, 0.98, -11.04, -239.82, 107.26, 0.02, -0.06, 0.41, 40343
0.38, 0.08, 0.94, -13.48, -229.39, 100.49, 0.01, -0.06, 0.40, 40353
0.44, 0.08, 0.87, -15.43, -226.10, 88.54, -0.00, -0.06, 0.40, 40363
0.53, 0.05, 0.79, -19.94, -185.98, 79.02, -0.01, -0.06, 0.41, 40373
0.70, -0.00, 0.85, -23.23, -135.30, 79.02, -0.02, -0.06, 0.40, 40383
0.73, -0.05, 0.84, -25.43, -127.74, 85.55, -0.02, -0.05, 0.40, 40393
0.59, -0.13, 0.70, -25.91, -82.13, 82.93, -0.03, -0.05, 0.40, 40403
0.55, -0.04, 0.77, -27.56, -86.71, 67.93, -0.03, -0.04, 0.40, 40413
0.49, 0.04, 0.68, -26.59, -59.39, 58.66, -0.04, -0.04, 0.40, 40423
0.46, 0.09, 0.64, -18.90, -49.57, 45.06, -0.04, -0.05, 0.40, 40433
0.46, 0.07, 0.66, -13.05, -45.00, 30.91, -0.04, -0.04, 0.40, 40443
0.51, -0.01, 0.61, -5.24, -44.45, 18.66, -0.04, -0.04, 0.40, 40453
0.56, -0.07, 0.62, 6.95, -37.32, 14.15, -0.05, -0.04, 0.40, 40463
0.60, -0.11, 0.66, 15.73, -17.26, 11.89, -0.04, -0.04, 0.39, 40473
0.59, -0.06, 0.68, 27.62, -16.71, 12.07, -0.04, -0.05, 0.40, 40483
0.60, -0.01, 0.75, 33.84, -24.51, 13.17, -0.04, -0.05, 0.40, 40493
0.64, -0.02, 0.74, 39.57, -17.56, 9.27, -0.04, -0.05, 0.40, 40503
0.64, -0.04, 0.80, 41.22, -12.26, 10.43, -0.04, -0.05, 0.40, 40513
0.66, -0.06, 0.84, 37.80, 1.22, 11.83, -0.04, -0.05, 0.40, 40523
0.77, 0.01, 0.69, -8.90, 162.99, 90.73, -0.02, -0.04, 0.40, 40533
0.25, -0.01, 0.73, -31.52, 326.22, 131.46, -0.01, -0.04, 0.41, 40543
0.02, 0.02, 0.69, -47.50, 167.13, 142.68, 0.00, -0.03, 0.42, 40553
-0.41, 0.10, 0.28, -111.77, 194.82, 100.55, 0.00, -0.03, 0.41, 40563
-0.54, 0.04, -2.10, 20.24, -82.68, -96.40, -0.00, -0.05, 0.41, 40573
-0.11, -0.01, 0.43, 276.89, -69.51, -87.80, 0.05, -0.06, 0.41, 40583
2.97, 0.27, 5.02, 313.78, 766.83, -56.71, 0.07, -0.06, 0.41, 40593
0.81, 0.14, 2.89, -249.51, 186.77, 79.63, 0.05, -0.06, 0.41, 40603
-0.14, -0.07, 0.77, -43.66, -391.77, 81.77, 0.04, -0.05, 0.41, 40613
-0.04, -0.08, 0.43, -17.62, -35.12, 34.21, 0.05, -0.05, 0.41, 40623
0.03, -0.05, -0.01, 5.30, 200.43, 2.38, 0.06, -0.05, 0.41, 40633
0.63, -0.08, 1.47, -0.49, 210.30, 11.59, 0.06, -0.05, 0.41, 40643
0.32, -0.05, 1.38, 6.65, -48.60, 12.74, 0.05, -0.06, 0.42, 40653
0.12, -0.06, 0.94, 6.71, -122.93, 6.28, 0.05, -0.06, 0.41, 40663
0.22, -0.05, 0.87, 8.05, -77.74, -5.61, 0.05, -0.06, 0.41, 40673
0.47, -0.03, 0.94, 4.76, -75.30, -4.76, 0.04, -0.05, 0.41, 40683
0.40, -0.03, 0.73, 3.48, -22.68, -5.12, 0.04, -0.05, 0.41, 40693
0.61, -0.02, 1.08, 2.87, -11.52, -3.84, 0.04, -0.05, 0.41, 40703
0.44, -0.02, 0.83, -2.87, 11.10, -0.73, 0.04, -0.06, 0.41, 40713
0.42, -0.03, 0.83, -6.34, 20.06, 1.34, 0.04, -0.05, 0.42, 40723
0.46, -0.03, 0.89, -5.30, 43.17, 3.05, 0.05, -0.05, 0.41, 40733
0.41, -0.03, 0.90, -1.59, 42.50, 2.74, 0.05, -0.05, 0.41, 40743
0.36, -0.04, 0.98, -1.52, 23.23, 2.32, 0.05, -0.05, 0.41, 40753
0.37, -0.04, 0.98, 0.06, -4.02, 0.06, 0.05, -0.06, 0.41, 40763
0.41, -0.03, 0.90, 0.67, -24.88, -0.98, 0.05, -0.05, 0.41, 40773
0.42, -0.03, 0.91, 0.85, -27.44, -1.28, 0.04, -0.06, 0.41, 40783
0.41, -0.03, 0.90, 1.89, -26.04, -0.73, 0.04, -0.05, 0.41, 40793
0.43, -0.03, 0.90, 0.79, -15.79, -0.49, 0.04, -0.05, 0.41, 40803
0.45, -0.03, 0.86, 0.61, -6.22, 0.06, 0.04, -0.05, 0.41, 40813
0.44, -0.03, 0.88, -1.28, 8.23, 0.43, 0.04, -0.06, 0.41, 40823
0.43, -0.03, 0.90, -0.98, 19.82, 1.34, 0.05, -0.05, 0.41, 40833
0.41, -0.03, 0.92, -1.28, 21.46, 1.71, 0.05, -0.05, 0.41, 40843
0.40, -0.03, 0.93, -0.98, 14.09, 1.04, 0.05, -0.05, 0.41, 40853
0.40, -0.03, 0.92, -0.85, 1.16, 0.49, 0.04, -0.05, 0.41, 40863
0.40, -0.04, 0.93, 0.06, -6.59, -0.12, 0.04, -0.05, 0.41, 40873
0.41, -0.03, 0.91, 0.91, -11.77, -0.12, 0.05, -0.06, 0.41, 40883
0.42, -0.03, 0.91, 0.61, -13.17, -0.30, 0.05, -0.05, 0.41, 40893
0.42, -0.03, 0.90, 0.49, -11.95, -0.37, 0.04, -0.06, 0.41, 40903
0.43, -0.03, 0.90, 0.00, -5.98, -0.06, 0.04, -0.05, 0.41, 40913
