accelX, accelY, accelZ, gyroX, gyroY, gyroZ, magX, magY, magZ, timestamp
0.43, -0.03, 0.89, -0.12, 2.99, 0.43, 0.04, -0.05, 0.41, 40923
0.43, -0.03, 0.89, -0.67, 8.72, 0.73, 0.05, -0.06, 0.42, 40933
0.42, -0.03, 0.91, -0.79, 10.37, 0.79, 0.05, -0.06, 0.41, 40943
0.41, -0.03, 0.92, -0.73, 7.13, 0.85, 0.05, -0.05, 0.41, 40953
0.41, -0.04, 0.92, -0.43, 2.38, 0.49, 0.04, -0.05, 0.41, 40963
0.41, -0.03, 0.91, -0.12, -2.62, 0.24, 0.04, -0.05, 0.41, 40973
0.41, -0.03, 0.92, 0.12, -6.28, 0.00, 0.04, -0.05, 0.41, 40983
0.41, -0.03, 0.91, 0.43, -7.62, -0.06, 0.05, -0.05, 0.41, 40993
0.42, -0.03, 0.90, 0.24, -6.77, 0.00, 0.05, -0.06, 0.41, 41003
0.42, -0.03, 0.90, 0.06, -3.35, 0.12, 0.05, -0.05, 0.41, 41013
0.42, -0.03, 0.90, -0.18, 0.49, 0.30, 0.04, -0.05, 0.41, 41023
0.42, -0.03, 0.90, -0.37, 3.72, 0.49, 0.04, -0.05, 0.41, 41033
0.42, -0.03, 0.91, -0.61, 4.82, 0.61, 0.05, -0.05, 0.41, 41043
0.42, -0.03, 0.91, -0.61, 3.72, 0.61, 0.05, -0.05, 0.41, 41053
0.41, -0.03, 0.91, -0.55, 1.40, 0.55, 0.05, -0.06, 0.41, 41063
0.40, -0.03, 0.90, -0.55, -1.40, 0.24, 0.05, -0.05, 0.41, 41073
0.45, -0.02, 0.95, 0.43, -1.40, 0.43, 0.04, -0.05, 0.41, 41083
0.38, -0.05, 0.88, 0.12, -9.39, -0.06, 0.04, -0.05, 0.41, 41093
0.44, -0.05, 0.93, 0.30, -4.33, 0.06, 0.05, -0.06, 0.41, 41103
0.41, -0.04, 0.88, -0.67, -0.79, -0.06, 0.04, -0.05, 0.41, 41113
0.44, -0.04, 0.92, 0.85, -0.79, 0.67, 0.05, -0.05, 0.41, 41123
0.40, -0.04, 0.90, -0.79, 2.99, 0.43, 0.04, -0.05, 0.41, 41133
0.43, -0.02, 0.91, 0.06, -1.16, 0.00, 0.04, -0.05, 0.41, 41143
0.42, -0.03, 0.90, -0.79, 2.99, 0.61, 0.04, -0.05, 0.41, 41153
0.40, -0.03, 0.89, 0.18, 1.16, 0.79, 0.05, -0.05, 0.41, 41163
0.42, -0.03, 0.93, -0.55, 1.89, 0.18, 0.05, -0.05, 0.41, 41173
0.41, -0.03, 0.90, -0.37, -1.89, 0.30, 0.04, -0.05, 0.41, 41183
0.42, -0.04, 0.92, 0.24, -2.68, 0.30, 0.04, -0.05, 0.41, 41193
0.41, -0.04, 0.90, -0.43, -2.50, 0.06, 0.04, -0.05, 0.41, 41203
0.43, -0.04, 0.91, 0.18, -3.72, 0.12, 0.05, -0.05, 0.41, 41213
0.42, -0.04, 0.90, -0.12, -0.43, 0.43, 0.05, -0.05, 0.41, 41223
0.42, -0.04, 0.91, 0.12, -0.85, 0.24, 0.05, -0.05, 0.41, 41233
0.42, -0.03, 0.91, -0.43, 1.34, 0.30, 0.05, -0.05, 0.41, 41243
0.41, -0.03, 0.90, -0.12, 0.55, 0.49, 0.04, -0.05, 0.41, 41253
0.42, -0.03, 0.92, -0.30, 1.22, 0.43, 0.04, -0.05, 0.41, 41263
0.42, -0.03, 0.90, -0.43, -0.43, 0.24, 0.05, -0.05, 0.41, 41273
0.42, -0.03, 0.91, 0.00, -1.34, 0.37, 0.05, -0.05, 0.41, 41283
0.41, -0.04, 0.91, -0.12, -0.91, 0.37, 0.05, -0.05, 0.41, 41293
0.42, -0.04, 0.90, 0.06, -2.87, 0.06, 0.04, -0.05, 0.41, 41303
0.42, -0.03, 0.91, -0.24, -0.43, 0.30, 0.04, -0.05, 0.41, 41313
0.42, -0.04, 0.90, 0.12, -1.83, 0.30, 0.05, -0.06, 0.41, 41323
0.42, -0.04, 0.91, -0.18, -0.18, 0.24, 0.05, -0.06, 0.41, 41333
0.41, -0.03, 0.90, -0.37, -0.85, 0.24, 0.05, -0.05, 0.41, 41343
0.43, -0.03, 0.92, 0.00, -0.98, 0.24, 0.05, -0.05, 0.41, 41353
0.41, -0.03, 0.90, -0.24, -2.01, 0.24, 0.04, -0.05, 0.41, 41363
0.42, -0.03, 0.91, 0.18, -2.68, 0.24, 0.04, -0.05, 0.41, 41373
0.42, -0.04, 0.91, -0.12, 0.24, 0.37, 0.05, -0.05, 0.41, 41383
0.41, -0.04, 0.90, 0.00, -1.40, 0.30, 0.05, -0.06, 0.41, 41393
0.43, -0.03, 0.92, -0.43, 0.30, 0.24, 0.05, -0.06, 0.41, 41403
0.42, -0.03, 0.90, -0.12, -2.26, 0.12, 0.04, -0.05, 0.41, 41413
0.43, -0.04, 0.91, 0.00, -2.13, 0.24, 0.04, -0.05, 0.41, 41423
0.41, -0.04, 0.90, -0.24, -0.43, 0.37, 0.04, -0.05, 0.41, 41433
0.43, -0.03, 0.91, 0.24, -0.43, 0.43, 0.05, -0.06, 0.41, 41443
0.41, -0.04, 0.91, -0.24, -0.30, 0.30, 0.04, -0.05, 0.41, 41453
0.42, -0.04, 0.91, -0.06, -1.83, 0.18, 0.04, -0.06, 0.41, 41463
0.42, -0.03, 0.91, -0.30, -0.73, 0.24, 0.04, -0.05, 0.41, 41473
0.42, -0.03, 0.90, 0.06, -1.34, 0.37, 0.04, -0.05, 0.41, 41483
0.42, -0.04, 0.91, -0.06, -0.67, 0.30, 0.04, -0.06, 0.41, 41493
0.42, -0.03, 0.91, -0.06, -1.46, 0.24, 0.05, -0.05, 0.41, 41503
0.42, -0.03, 0.91, -0.06, -1.34, 0.30, 0.05, -0.05, 0.41, 41513
0.42, -0.04, 0.90, -0.06, -0.79, 0.37, 0.04, -0.05, 0.41, 41523
0.42, -0.04, 0.91, -0.06, -0.12, 0.30, 0.04, -0.05, 0.41, 41533
0.42, -0.03, 0.91, -0.18, 0.06, 0.37, 0.04, -0.05, 0.41, 41543
0.42, -0.04, 0.90, -0.06, -0.73, 0.30, 0.04, -0.06, 0.41, 41553
0.42, -0.03, 0.91, -0.24, 0.06, 0.30, 0.05, -0.05, 0.41, 41563
0.42, -0.03, 0.91, -0.06, 0.18, 0.43, 0.04, -0.05, 0.41, 41573
0.42, -0.03, 0.91, 0.00, 0.67, 0.49, 0.04, -0.05, 0.41, 41583
0.42, -0.03, 0.90, -0.30, 0.06, 0.30, 0.04, -0.05, 0.41, 41593
0.42, -0.03, 0.91, -0.24, -0.73, 0.24, 0.04, -0.05, 0.41, 41603
0.41, -0.04, 0.90, -0.06, -2.13, 0.24, 0.05, -0.06, 0.41, 41613
0.42, -0.04, 0.91, -0.12, -0.79, 0.24, 0.05, -0.05, 0.41, 41623
0.42, -0.04, 0.90, -0.06, -0.49, 0.30, 0.05, -0.06, 0.41, 41633
0.42, -0.04, 0.91, 0.12, -0.55, 0.43, 0.04, -0.05, 0.41, 41643
0.42, -0.04, 0.90, -0.18, -0.37, 0.24, 0.04, -0.05, 0.41, 41653
0.42, -0.03, 0.91, -0.18, -0.37, 0.24, 0.05, -0.06, 0.41, 41663
0.42, -0.03, 0.90, -0.24, -0.18, 0.30, 0.05, -0.06, 0.41, 41673
0.42, -0.04, 0.91, -0.12, -0.37, 0.30, 0.05, -0.05, 0.41, 41683
0.42, -0.03, 0.91, -0.12, -1.16, 0.24, 0.04, -0.05, 0.41, 41693
0.42, -0.04, 0.91, 0.06, -1.89, 0.24, 0.04, -0.05, 0.41, 41703
0.42, -0.04, 0.91, 0.06, -1.40, 0.43, 0.04, -0.05, 0.41, 41713
0.41, -0.04, 0.90, -0.12, -2.74, 0.18, 0.04, -0.06, 0.41, 41723
0.43, -0.03, 0.91, -0.18, -1.77, 0.00, 0.04, -0.06, 0.42, 41733
0.42, -0.03, 0.90, 0.06, -2.80, 0.06, 0.04, -0.05, 0.41, 41743
0.42, -0.04, 0.91, 0.00, -1.16, 0.37, 0.04, -0.05, 0.41, 41753
0.42, -0.04, 0.90, -0.24, 1.04, 0.37, 0.04, -0.05, 0.41, 41763
0.43, -0.03, 0.91, 0.06, 0.37, 0.49, 0.04, -0.05, 0.41, 41773
0.42, -0.04, 0.90, -0.24, -0.30, 0.24, 0.05, -0.05, 0.42, 41783
0.43, -0.04, 0.91, -0.12, -0.98, 0.24, 0.04, -0.05, 0.41, 41793
0.42, -0.03, 0.90, -0.18, -1.40, 0.18, 0.04, -0.05, 0.41, 41803
0.42, -0.04, 0.90, 0.06, -1.16, 0.30, 0.04, -0.05, 0.41, 41813
0.42, -0.03, 0.91, -0.12, -0.91, 0.24, 0.04, -0.05, 0.41, 41823
0.42, -0.03, 0.91, 0.06, -1.28, 0.30, 0.04, -0.05, 0.41, 41833
0.42, -0.04, 0.90, 0.00, -0.49, 0.30, 0.05, -0.06, 0.41, 41843
0.42, -0.04, 0.91, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 41853
0.42, -0.04, 0.91, -0.18, -0.61, 0.18, 0.04, -0.05, 0.41, 41863
0.42, -0.04, 0.90, 0.00, -1.22, 0.30, 0.04, -0.05, 0.41, 41873
0.42, -0.04, 0.91, -0.06, -1.34, 0.24, 0.04, -0.05, 0.41, 41883
0.42, -0.03, 0.91, 0.00, -1.59, 0.24, 0.04, -0.05, 0.41, 41893
0.42, -0.03, 0.90, 0.06, -1.52, 0.30, 0.05, -0.05, 0.41, 41903
0.42, -0.03, 0.90, -0.06, -1.10, 0.24, 0.04, -0.05, 0.41, 41913
0.42, -0.04, 0.91, -0.12, -0.73, 0.24, 0.04, -0.05, 0.41, 41923
0.42, -0.04, 0.90, -0.12, -0.18, 0.30, 0.04, -0.05, 0.41, 41933
0.42, -0.04, 0.91, -0.12, -0.18, 0.30, 0.04, -0.05, 0.41, 41943
0.42, -0.04, 0.90, -0.18, -0.30, 0.24, 0.05, -0.05, 0.42, 41953
0.43, -0.04, 0.91, 0.06, -0.79, 0.30, 0.04, -0.05, 0.41, 41963
0.42, -0.04, 0.90, -0.12, -0.37, 0.30, 0.04, -0.05, 0.41, 41973
0.42, -0.03, 0.91, 0.00, -0.61, 0.24, 0.04, -0.05, 0.41, 41983
0.42, -0.03, 0.91, -0.12, -0.30, 0.24, 0.04, -0.05, 0.41, 41993
0.42, -0.03, 0.90, -0.06, -0.43, 0.30, 0.04, -0.06, 0.41, 42003
0.42, -0.03, 0.91, -0.18, -0.12, 0.30, 0.04, -0.05, 0.41, 42013
0.42, -0.03, 0.90, -0.06, -0.30, 0.30, 0.04, -0.06, 0.41, 42023
0.42, -0.04, 0.91, -0.06, -0.49, 0.24, 0.04, -0.05, 0.41, 42033
0.42, -0.04, 0.90, -0.12, -0.67, 0.24, 0.04, -0.05, 0.41, 42043
0.42, -0.04, 0.90, -0.06, -0.79, 0.30, 0.04, -0.05, 0.41, 42053
0.42, -0.04, 0.90, -0.12, -0.61, 0.24, 0.04, -0.05, 0.41, 42063
0.42, -0.04, 0.90, -0.06, -0.73, 0.24, 0.04, -0.05, 0.41, 42073
0.42, -0.03, 0.90, -0.12, -0.49, 0.30, 0.04, -0.05, 0.41, 42083
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 42093
0.42, -0.03, 0.90, -0.06, -0.30, 0.30, 0.04, -0.05, 0.41, 42103
0.42, -0.03, 0.91, -0.12, -0.30, 0.24, 0.04, -0.05, 0.41, 42113
0.42, -0.03, 0.91, -0.06, -0.55, 0.30, 0.04, -0.05, 0.41, 42123
0.42, -0.04, 0.91, -0.06, -0.79, 0.24, 0.05, -0.05, 0.42, 42133
0.42, -0.04, 0.91, 0.00, -1.04, 0.24, 0.04, -0.05, 0.41, 42143
0.42, -0.04, 0.91, -0.06, -1.28, 0.24, 0.04, -0.05, 0.41, 42153
0.42, -0.04, 0.90, 0.00, -1.16, 0.24, 0.04, -0.05, 0.41, 42163
0.42, -0.04, 0.90, -0.06, -0.55, 0.30, 0.05, -0.05, 0.41, 42173
0.42, -0.03, 0.90, -0.06, 0.18, 0.30, 0.04, -0.05, 0.41, 42183
0.42, -0.03, 0.90, -0.12, 0.61, 0.37, 0.04, -0.06, 0.41, 42193
0.42, -0.03, 0.90, -0.18, 0.85, 0.37, 0.04, -0.05, 0.41, 42203
0.42, -0.03, 0.91, -0.12, 0.55, 0.30, 0.04, -0.05, 0.41, 42213
0.42, -0.04, 0.91, -0.12, -0.18, 0.37, 0.04, -0.05, 0.41, 42223
0.42, -0.04, 0.90, -0.12, -0.85, 0.24, 0.04, -0.05, 0.41, 42233
0.42, -0.04, 0.91, -0.06, -1.22, 0.30, 0.05, -0.05, 0.41, 42243
0.42, -0.04, 0.90, 0.00, -1.34, 0.30, 0.04, -0.05, 0.41, 42253
0.42, -0.04, 0.90, 0.00, -1.16, 0.30, 0.04, -0.05, 0.41, 42263
0.42, -0.04, 0.90, -0.06, -0.67, 0.30, 0.04, -0.05, 0.41, 42273
0.42, -0.04, 0.90, -0.06, -0.18, 0.30, 0.04, -0.06, 0.41, 42283
0.42, -0.04, 0.90, -0.12, 0.12, 0.30, 0.04, -0.06, 0.42, 42293
0.42, -0.03, 0.90, -0.12, 0.12, 0.30, 0.04, -0.05, 0.41, 42303
0.42, -0.03, 0.90, -0.12, 0.12, 0.37, 0.04, -0.05, 0.41, 42313
0.42, -0.04, 0.90, -0.12, 0.18, 0.37, 0.04, -0.05, 0.41, 42323
0.42, -0.04, 0.91, -0.06, -0.18, 0.30, 0.04, -0.05, 0.41, 42333
0.42, -0.04, 0.91, -0.12, -0.73, 0.30, 0.04, -0.05, 0.41, 42343
0.42, -0.04, 0.91, -0.12, -1.22, 0.24, 0.04, -0.05, 0.41, 42353
0.42, -0.04, 0.90, 0.00, -1.28, 0.24, 0.04, -0.05, 0.41, 42363
0.42, -0.04, 0.90, -0.06, -1.04, 0.24, 0.04, -0.05, 0.41, 42373
0.42, -0.04, 0.90, -0.06, -0.67, 0.30, 0.04, -0.05, 0.41, 42383
0.42, -0.04, 0.90, -0.06, -0.24, 0.37, 0.04, -0.05, 0.41, 42393
0.42, -0.03, 0.90, -0.12, -0.06, 0.30, 0.05, -0.05, 0.41, 42403
0.42, -0.04, 0.90, -0.12, -0.12, 0.30, 0.04, -0.05, 0.41, 42413
0.42, -0.04, 0.90, -0.12, -0.06, 0.30, 0.04, -0.05, 0.41, 42423
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 42433
0.42, -0.04, 0.91, -0.06, -1.10, 0.24, 0.04, -0.05, 0.41, 42443
0.42, -0.04, 0.90, 0.00, -1.46, 0.24, 0.04, -0.05, 0.41, 42453
0.42, -0.04, 0.90, 0.00, -1.34, 0.24, 0.04, -0.05, 0.41, 42463
0.42, -0.03, 0.90, -0.06, -0.79, 0.24, 0.04, -0.05, 0.42, 42473
0.42, -0.04, 0.90, -0.06, -0.49, 0.24, 0.04, -0.05, 0.41, 42483
0.42, -0.04, 0.90, -0.12, -0.30, 0.30, 0.04, -0.05, 0.41, 42493
0.42, -0.04, 0.91, -0.12, -0.06, 0.30, 0.04, -0.05, 0.41, 42503
0.42, -0.04, 0.90, -0.12, -0.30, 0.30, 0.04, -0.05, 0.42, 42513
0.42, -0.04, 0.90, -0.06, -0.61, 0.24, 0.04, -0.05, 0.41, 42523
0.42, -0.04, 0.90, -0.06, -1.04, 0.24, 0.04, -0.05, 0.41, 42533
0.42, -0.04, 0.90, 0.00, -1.22, 0.30, 0.04, -0.05, 0.41, 42543
0.42, -0.04, 0.90, 0.00, -0.79, 0.30, 0.04, -0.05, 0.41, 42553
0.42, -0.04, 0.90, 0.00, -0.55, 0.30, 0.04, -0.05, 0.41, 42563
0.42, -0.03, 0.90, -0.18, -0.12, 0.30, 0.04, -0.06, 0.41, 42573
0.42, -0.04, 0.90, -0.18, 0.24, 0.37, 0.05, -0.05, 0.41, 42583
0.42, -0.04, 0.90, -0.12, 0.00, 0.30, 0.04, -0.05, 0.41, 42593
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 42603
0.42, -0.04, 0.90, -0.06, -1.04, 0.24, 0.04, -0.05, 0.41, 42613
0.42, -0.03, 0.90, -0.06, -1.16, 0.30, 0.04, -0.05, 0.41, 42623
0.42, -0.03, 0.90, -0.06, -0.79, 0.30, 0.05, -0.05, 0.41, 42633
0.42, -0.04, 0.91, -0.06, -0.55, 0.30, 0.04, -0.06, 0.41, 42643
0.42, -0.04, 0.90, -0.12, -0.55, 0.24, 0.04, -0.05, 0.40, 42653
0.42, -0.04, 0.90, -0.06, -0.67, 0.30, 0.04, -0.05, 0.41, 42663
0.42, -0.04, 0.90, -0.12, -0.61, 0.30, 0.04, -0.05, 0.41, 42673
0.42, -0.04, 0.90, -0.12, -0.67, 0.30, 0.04, -0.05, 0.41, 42683
0.42, -0.04, 0.90, -0.06, -0.55, 0.30, 0.04, -0.05, 0.41, 42693
0.42, -0.04, 0.90, -0.06, -0.49, 0.24, 0.04, -0.05, 0.41, 42703
0.42, -0.03, 0.90, -0.12, -0.37, 0.30, 0.04, -0.05, 0.41, 42713
0.42, -0.03, 0.90, -0.12, -0.67, 0.18, 0.04, -0.05, 0.41, 42723
0.42, -0.04, 0.91, -0.24, 0.24, 0.43, 0.04, -0.05, 0.41, 42733
0.43, -0.04, 0.90, 0.24, -1.59, 0.24, 0.04, -0.05, 0.41, 42743
0.42, -0.04, 0.90, -0.49, 0.18, 0.18, 0.04, -0.05, 0.41, 42753
0.43, -0.04, 0.90, 0.24, -1.52, 0.24, 0.04, -0.05, 0.41, 42763
0.42, -0.04, 0.90, -0.12, 0.12, 0.30, 0.04, -0.05, 0.40, 42773
0.42, -0.03, 0.90, -0.06, -0.73, 0.18, 0.04, -0.05, 0.41, 42783
0.43, -0.03, 0.91, -0.12, 0.12, 0.37, 0.04, -0.05, 0.41, 42793
0.42, -0.03, 0.90, -0.12, -0.37, 0.30, 0.04, -0.05, 0.41, 42803
0.43, -0.03, 0.91, -0.18, -0.30, 0.30, 0.04, -0.05, 0.41, 42813
0.42, -0.04, 0.90, -0.12, -0.67, 0.30, 0.04, -0.05, 0.41, 42823
0.42, -0.04, 0.90, 0.00, -0.61, 0.30, 0.04, -0.05, 0.41, 42833
0.42, -0.04, 0.90, -0.12, -0.24, 0.24, 0.04, -0.05, 0.41, 42843
0.42, -0.04, 0.91, 0.00, -0.61, 0.30, 0.04, -0.05, 0.41, 42853
0.42, -0.04, 0.90, -0.12, -0.24, 0.30, 0.04, -0.06, 0.41, 42863
0.42, -0.04, 0.90, 0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 42873
0.42, -0.04, 0.90, -0.24, -0.30, 0.30, 0.04, -0.05, 0.41, 42883
0.43, -0.04, 0.90, -0.06, -0.85, 0.30, 0.04, -0.05, 0.41, 42893
0.42, -0.04, 0.90, -0.06, -0.18, 0.37, 0.04, -0.05, 0.41, 42903
0.42, -0.04, 0.90, 0.00, -0.73, 0.30, 0.04, -0.05, 0.41, 42913
0.42, -0.04, 0.90, -0.06, -0.18, 0.37, 0.04, -0.05, 0.41, 42923
0.42, -0.04, 0.90, -0.06, -0.24, 0.37, 0.04, -0.05, 0.41, 42933
0.42, -0.04, 0.91, -0.12, -0.43, 0.30, 0.04, -0.05, 0.41, 42943
0.42, -0.04, 0.90, -0.18, -0.24, 0.30, 0.04, -0.05, 0.41, 42953
0.42, -0.04, 0.90, -0.06, -0.67, 0.24, 0.04, -0.05, 0.41, 42963
0.42, -0.04, 0.90, -0.12, -0.49, 0.30, 0.04, -0.05, 0.41, 42973
0.43, -0.04, 0.90, 0.00, -0.55, 0.30, 0.04, -0.05, 0.41, 42983
0.42, -0.04, 0.90, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 42993
0.42, -0.04, 0.90, -0.12, -0.30, 0.30, 0.04, -0.05, 0.41, 43003
0.42, -0.04, 0.90, -0.06, -0.30, 0.30, 0.04, -0.05, 0.41, 43013
0.42, -0.04, 0.90, -0.12, -0.37, 0.30, 0.04, -0.06, 0.41, 43023
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 43033
0.42, -0.04, 0.90, -0.06, -0.55, 0.24, 0.04, -0.05, 0.41, 43043
0.42, -0.04, 0.90, -0.06, -0.55, 0.30, 0.04, -0.05, 0.41, 43053
0.42, -0.04, 0.90, -0.06, -0.43, 0.37, 0.04, -0.05, 0.41, 43063
0.42, -0.04, 0.90, 0.00, -0.49, 0.24, 0.04, -0.05, 0.41, 43073
0.42, -0.04, 0.90, -0.06, -0.30, 0.37, 0.04, -0.05, 0.41, 43083
0.42, -0.04, 0.90, -0.18, -0.61, 0.30, 0.04, -0.05, 0.41, 43093
0.43, -0.03, 0.90, -0.06, -0.30, 0.30, 0.04, -0.05, 0.41, 43103
0.42, -0.04, 0.90, -0.12, -0.55, 0.24, 0.04, -0.05, 0.41, 43113
0.42, -0.03, 0.90, -0.12, -0.43, 0.30, 0.04, -0.05, 0.41, 43123
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.04, -0.05, 0.41, 43133
0.42, -0.04, 0.90, -0.06, -0.55, 0.24, 0.05, -0.05, 0.41, 43143
0.42, -0.04, 0.90, -0.12, -0.37, 0.30, 0.04, -0.05, 0.41, 43153
0.43, -0.04, 0.91, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 43163
0.42, -0.04, 0.90, -0.12, -0.67, 0.18, 0.04, -0.05, 0.41, 43173
0.43, -0.04, 0.91, 0.06, -0.37, 0.37, 0.04, -0.06, 0.41, 43183
0.42, -0.04, 0.90, -0.06, -0.55, 0.30, 0.04, -0.05, 0.41, 43193
0.42, -0.04, 0.90, -0.12, -0.43, 0.24, 0.04, -0.06, 0.41, 43203
0.42, -0.03, 0.90, -0.06, -0.06, 0.37, 0.04, -0.05, 0.41, 43213
0.42, -0.04, 0.90, -0.12, -0.61, 0.24, 0.04, -0.05, 0.41, 43223
0.42, -0.04, 0.90, -0.12, -0.06, 0.30, 0.04, -0.05, 0.41, 43233
0.42, -0.04, 0.90, -0.12, -0.55, 0.24, 0.04, -0.05, 0.41, 43243
0.43, -0.04, 0.90, 0.00, -0.37, 0.30, 0.04, -0.05, 0.41, 43253
0.42, -0.04, 0.90, -0.06, -0.67, 0.30, 0.04, -0.05, 0.41, 43263
0.43, -0.04, 0.90, 0.06, -0.37, 0.43, 0.04, -0.05, 0.41, 43273
0.42, -0.04, 0.90, -0.18, -0.43, 0.24, 0.04, -0.05, 0.41, 43283
0.42, -0.04, 0.90, -0.12, -0.24, 0.30, 0.04, -0.05, 0.41, 43293
0.42, -0.04, 0.90, -0.18, -0.06, 0.30, 0.04, -0.05, 0.41, 43303
0.42, -0.03, 0.90, -0.12, -0.61, 0.24, 0.04, -0.05, 0.41, 43313
0.42, -0.04, 0.91, -0.12, -0.12, 0.37, 0.04, -0.05, 0.41, 43323
0.42, -0.04, 0.90, -0.06, -0.73, 0.24, 0.04, -0.05, 0.41, 43333
0.42, -0.04, 0.90, 0.00, -0.43, 0.30, 0.04, -0.05, 0.41, 43343
0.42, -0.04, 0.90, -0.06, -0.49, 0.30, 0.04, -0.05, 0.41, 43353
0.42, -0.04, 0.90, -0.06, -0.37, 0.30, 0.05, -0.05, 0.41, 43363
0.42, -0.04, 0.90, -0.12, -0.24, 0.30, 0.04, -0.05, 0.41, 43373
0.42, -0.03, 0.90, -0.06, -0.49, 0.24, 0.04, -0.05, 0.41, 43383
0.42, -0.04, 0.90, -0.06, -0.43, 0.30, 0.04, -0.05, 0.41, 43393
0.43, -0.04, 0.90, -0.06, -0.61, 0.30, 0.04, -0.05, 0.41, 43403
0.42, -0.04, 0.90, -0.12, -0.55, 0.24, 0.04, -0.05, 0.41, 43413
0.43, -0.04, 0.90, 0.06, -0.30, 0.30, 0.04, -0.05, 0.41, 43423
0.42, -0.04, 0.90, -0.06, -0.49, 0.24, 0.04, -0.05, 0.41, 43433
0.42, -0.04, 0.90, 0.00, -0.30, 0.30, 0.04, -0.05, 0.41, 43443
0.42, -0.04, 0.90, -0.12, -0.37, 0.24, 0.04, -0.05, 0.41, 43453
0.42, -0.04, 0.90, -0.06, -0.55, 0.30, 0.04, -0.05, 0.41, 43463
0.42, -0.04, 0.91, 0.00, -0.37, 0.37, 0.04, -0.05, 0.41, 43473
0.43, -0.04, 0.90, 0.00, -0.55, 0.24, 0.04, -0.06, 0.41, 43483
